Name	Country	Gender	Date of Birth	Time in Space (days)	Time in Space (s)	EVA Time (s)	Number of Launches	Number of EVAs	First Launch	Time dilation (s)	Age at first launch (yr)	Qualifications	Missions	Longest single trip (days)	Total distance covered (km)	EVA (hh:mm)	Type	Filename	In space as of	Twitter
SAVINYKH, Viktor Petrovich	URS	Male	1940-03-07	252.74	21836332	18000	3	1	1981-03-12T19:00:11Z	0.007872	41		Soyuz T-4;Soyuz T-13;Soyuz T-14;Soyuz TM-5;Soyuz TM-4	168.16	175782472	05:00	cosmonaut	SAVINYKH_VP.md		
SAVITSKAYA, Svetlana Yevgeniyena	URS	Female	1948-08-08	19.71	1703222	12840	2	1	1982-08-19T17:11:52Z	0.000614	34		Soyuz T-7;Soyuz T-5;Soyuz T-12	11.80	13710937	03:34	cosmonaut	SAVITSKAYA_SY.md		
SCHIRRA, Walter M.	USA	Male	1923-03-12	12.30	1062820	0	3	0	1962-10-03T12:15:12Z	0.000685	39		Mercury-Atlas 8;Gemini 6A;Apollo 7	10.84	1776521	00:00	astronaut	SCHIRRA_WM.md		
SCHLEGEL, Hans Wilhelm	DEU	Male	1951-08-03	22.75	1965791	24300	2	1	1993-04-26T14:50Z	0.000709	41		STS-55;STS-122	12.77	15824617	06:45	international	SCHLEGEL_HW.md		
SCHMITT, Harrison H.	USA	Male	1935-07-03	12.58	1086720	83381	1	4	1972-12-07T05:33Z	0.000743	37	BSc in geology;PhD in geology	Apollo 17	12.58	760000	23:10	astronaut	SCHMITT_HH.md		
SCHWEICKART, Russell L.	USA	Male	1935-10-25	10.04	867655	4620	1	1	1969-03-03T16:00Z	0.000593	33	MSc in aeronautics & astronautics	Apollo 9	10.04	760000	01:17	astronaut	SCHWEICKART_RL.md		
SCOBEE, Francis Richard 'Dick'	USA	Male	1939-05-19	6.99	603608	0	2	0	1984-04-06T13:58Z	0.000218	44	BSc in aerospace engineering	STS-41-C;STS-51-L	6.99	4859044	00:00	astronaut	SCOBEE_FR.md		
SCOTT, David R.	USA	Male	1932-06-06	22.79	1968856	73553	3	5	1966-03-16T16:41:02Z	0.001333	33	MSc in aeronautics & astronautics	Gemini 8;Apollo 9;Apollo 15	12.30	1829820	20:26	astronaut	SCOTT_DR.md		
SCOTT, Winston E.	USA	Male	1950-08-06	24.61	2126142	70620	2	3	1996-01-11T09:41Z	0.000767	45	BA in music;MSc in aeronautical engineering	STS-72;STS-87	15.69	17115443	19:37	astronaut	SCOTT_WE.md		
SCULLY-POWER, Paul D.	USA	Male	1944-05-28	8.22	710614	0	1	0	1984-10-05T11:03Z	0.000256	40	BSc in applied mathematics	STS-41-G	8.22	5720442	00:00	astronaut	SCULLY-POWER_PD.md		
SEARFOSS, Richard A.	USA	Male	1956-06-05	14.01	1210363	0	1	0	1993-10-18T14:53Z	0.000436	37	BSc in aeronautical engineering;MSc in aeronautics	STS-58	14.01	9743422	00:00	astronaut	SEARFOSS_RA.md		
SEDDON, Margaret Rhea	USA	Female	1947-11-08	30.10	2600548	0	3	0	1985-04-12T13:59:05Z	0.000938	37	BA in physiology;Doctor of Medicine	STS-51-D;STS-40;STS-58	14.01	20934411	00:00	astronaut	SEDDON_MR.md		
SEE, Elliot M., Jr.	USA	Male	1927-07-23	0.00	0	0	0	0		0.000000	0	MSc in engineering		0.00	0	00:00	astronaut	SEE_EMJ.md		
SEGA, Ronald M.	USA	Male	1952-12-04	17.52	1513517	0	2	0	1994-02-03T12:10Z	0.000546	41	BSc in physics & math;MSc in physics;PhD in electrical engineering	STS-60;STS-76	9.22	12183811	00:00	astronaut	SEGA_RM.md		
SELLERS, Piers J.	USA	Male	1955-04-11	35.38	3056693	145140	3	6	2002-10-07T19:45:51Z	0.001102	47	BSc in ecological science;PhD in biometeorology	STS-112;STS-121;STS-132	12.78	24606378	40:19	astronaut	SELLERS_PJ.md		
SENKEVICH, Yuri Aleksandrovich	URS	Male	1937-03-04	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SENKEVICH_YA.md		
SEREBROV, Aleksandr Aleksandrovich	URS	Male	1944-02-15	372.95	32223233	114590	4	10	1982-08-19T17:11:52Z	0.011617	38		Soyuz T-7;Soyuz T-5;Soyuz T-8;Soyuz TM-8;Soyuz TM-17	196.74	259397025	31:50	cosmonaut	SEREBROV_AA.md		
SEROVA, Yelena Olegovna	RUS	Female	1976-04-22	167.24	14449320	0	1	0	2014-09-25T20:25Z	0.005209	38		Soyuz TMA-14M	167.24	116317026	00:00	cosmonaut	SEROVA_YO.md		
SEROV, Mark Vyacheslavovich	RUS	Male	1974-05-23	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SEROV_MV.md		
SEVASTIYANOV, Vitali Ivanovich	URS	Male	1935-07-08	80.68	6970745	0	2	0	1970-06-01T19:00Z	0.002513	34		Soyuz 9;Soyuz 18	62.97	56114497	00:00	cosmonaut	SEVASTIYANOV_VI.md		
SEVERIN, Vladimir Gayevich	URS	Male	1956-11-20	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SEVERIN_VG.md		
SHARAFUTDINOV, Ansar Ilgamovich	URS	Male	1939-06-26	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SHARAFUTDINOV_AI.md		
SHARGIN, Yuri Georgiyevich	RUS	Male	1960-03-20	9.90	855000	0	1	0	2004-10-14T03:06Z	0.000308	44		Soyuz TMA-5;Soyuz TMA-4	9.90	6882750	00:00	cosmonaut	SHARGIN_YG.md		
SHARIPOV, Salizhan Shakirovich	URS	Male	1964-08-24	201.62	17419905	35880	2	2	1998-01-23T02:48:15Z	0.006280	33		STS-89;Soyuz TMA-5	192.79	140230235	09:58	cosmonaut	SHARIPOV_SS.md		
SHARMAN, Helen Patricia 'Lenochka'	GBR	Female	1963-05-30	7.88	681226	0	1	0	1991-05-18T12:50:28Z	0.000246	27		Soyuz TM-12;Soyuz TM-11	7.88	5483869	00:00	international	SHARMAN_HP.md		
SHARMA, Rakesh 'Rikki'	IND	Male	1949-01-13	7.90	682849	0	1	0	1984-04-03T13:08Z	0.000246	35		Soyuz T-11;Soyuz T-10	7.90	5496934	00:00	international	SHARMA_R.md		
SHAROV, Valeri Yuriyevich	URS	Male	1953-12-26	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SHAROV_VY.md		
SHATALOV, Vladimir Aleksandrovich	URS	Male	1927-12-08	9.92	856712	0	3	0	1969-01-14T07:30Z	0.000309	41		Soyuz 4;Soyuz 8;Soyuz 10	4.95	6896531	00:00	cosmonaut	SHATALOV_VA.md		
SHAW, Brewster H., Jr.	USA	Male	1945-05-16	22.20	1918344	0	3	0	1983-11-28T16:00Z	0.000692	38	BSc in engineering mechanics;MSc in engineering mechanics	STS-9;STS-61-B;STS-28	10.28	15442669	00:00	astronaut	SHAW_BHJ.md		
SHCHEGLOV, Vasili Dmitriyevich	URS	Male	1940-04-09	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SHCHEGLOV_VD.md		
SHCHUKIN, Aleksandr Vladimirovich	URS	Male	1946-01-19	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SHCHUKIN_AV.md		
SHEFFER, Yuri Petrovich	URS	Male	1947-06-30	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SHEFFER_YP.md		
SHEPARD, Alan B. Jr.	USA	Male	1923-11-18	9.01	778701	33798	2	2	1961-05-05T14:34:13Z	0.000532	37		Mercury-Redstone 3;Apollo 14	9.00	767430	09:23	astronaut	SHEPARD_ABJ.md		
SHEPHERD, William M.	USA	Male	1949-07-26	159.25	13758962	0	4	0	1988-12-02T14:30:34Z	0.004960	39	BSc in aerospace engineering;MSc in mechanical engineering	STS-27;STS-41;STS-52;Soyuz TM-31;STS-102	140.99	110759644	00:00	astronaut	SHEPHERD_WM.md		
SHKAPLEROV, Anton Nikolayevich	RUS	Male	1972-02-20	533.23	46071177	52080	3	2	2011-11-14T04:14:03Z	0.016609	39		Soyuz TMA-22;Soyuz TMA-15M;Soyuz MS-07	199.70	370872974	14:28	cosmonaut	SHKAPLEROV_AN.md		AntonAstrey
SHONIN, Georgi Stepanovich	URS	Male	1935-08-03	4.95	427368	0	1	0	1969-10-11T11:10Z	0.000154	34		Soyuz 6	4.95	3440312	00:00	cosmonaut	SHONIN_GS.md		
SHRIVER, Loren J.	USA	Male	1944-09-23	16.09	1389874	0	3	0	1985-01-24T19:50Z	0.000501	40	BSc in aeronautical engineering;MSc in astronautical engineering	STS-51-C;STS-31;STS-46	7.97	11188485	00:00	astronaut	SHRIVER_LJ.md		
SHUTTLEWORTH, Mark Richard 'Buranov'	ZAF	Male	1973-09-18	9.89	854719	0	1	0	2002-04-25T06:26:35Z	0.000308	28		Soyuz TM-34;Soyuz TM-33	9.89	6880487	00:00	commercial tourist	SHUTTLEWORTH_MR.md		
SILVE, Benoit Martin Philippe	FRA	Male	1958-07-15	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	SILVE_BMP.md		
SIMONYI, Charles	HUN	Male	1948-09-10	26.60	2298513	0	2	0	2007-04-07T17:31:09Z	0.000829	58	PhD in computer science	Soyuz TMA-10;Soyuz TMA-9;Soyuz TMA-14;Soyuz TMA-13	13.79	18503029	00:00	commercial tourist	SIMONYI_C.md		
SKRIPOCHKA, Oleg Ivanovich	RUS	Male	1969-12-24	536.16	46324162	60060	3	3	2010-10-07T23:10:55Z	0.016700	40		Soyuz TMA-01M;Soyuz TMA-20M;Soyuz MS-15	204.64	372909504	16:41	cosmonaut	SKRIPOCHKA_OI.md		
SKVORTSOV, Aleksandr Aleksandrovich	URS	Male	1942-06-08	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SKVORTSOV_AA.md		
SKVORTSOV, Aleksandr Aleksandrovich Jr.	RUS	Male	1966-05-06	545.96	47171356	45240	3	2	2010-04-02T04:04Z	0.017006	43		Soyuz TMA-18;Soyuz TMA-12M;Soyuz MS-13	200.70	379729415	12:34	cosmonaut	SKVORTSOV_AAJ.md		
SLAYTON, Donald K.	USA	Male	1924-03-01	9.06	782880	0	1	0	1975-07-15T19:50:00Z	0.000535	51	BSc in aeronautical engineering	Apollo-Soyuz (Apollo)	9.06	760000	00:00	astronaut	SLAYTON_DK.md		
SMIRENNY, Lev Nikolayevich	URS	Male	1932-10-25	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SMIRENNY_LN.md		
SMITH, Michael J.	USA	Male	1945-08-30	0.00	0	0	1	0	1986-01-28T16:38Z	0.000000	40	BSc in naval science;MSc in aeronautical engineering	STS-51-L	0.00	0	00:00	astronaut	SMITH_MJ.md		
SMITH, Steven L.	USA	Male	1958-12-30	21.22	1833832	179280	2	7	1994-09-30T11:16:01Z	0.000661	35	BSc in electrical engineering;MSc in electrical engineering	STS-68;STS-82	11.24	14762347	49:48	astronaut	SMITH_SL.md		
SOKOVYKH, Anatoli Mikhailovich	URS	Male	1944-01-12	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SOKOVYKH_AM.md		
SOLOGUB, Mikhail Vladimirovich	URS	Male	1936-11-06	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SOLOGUB_MV.md		
SOLOVIYOVA, Irina Bayanovna	URS	Male	1937-09-06	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SOLOVIYOVA_IB.md		
SOLOVIYOV, Anatoli Yakovlevich	URS	Male	1948-01-16	651.00	56246613	283680	5	16	1988-06-07T14:03:13Z	0.020278	40		Soyuz TM-5;Soyuz TM-4;Soyuz TM-9;Soyuz TM-15;STS-71;Soyuz TM-21;Soyuz TM-26	197.73	452785234	78:48	cosmonaut	SOLOVIYOV_AY.md		
SOLOVIYOV, Vladimir Alekseyevich	URS	Male	1946-11-11	361.95	31272691	114000	2	8	1984-02-08T12:07:26Z	0.011274	37		Soyuz T-10;Soyuz T-11;Soyuz T-15	236.95	251745162	31:40	cosmonaut	SOLOVIYOV_VA.md		
SOROKIN, Aleksei Vasiliyevich	URS	Male	1931-03-30	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SOROKIN_AV.md		
SPRINGER, Robert C.	USA	Male	1942-05-21	9.90	855202	0	2	0	1989-03-13T14:57Z	0.000308	46	BSc in naval science;MSc in operations research & systems analysis	STS-29;STS-38	4.99	6884376	00:00	astronaut	SPRINGER_RC.md		
SPRING, Sherwood C.	USA	Male	1944-09-03	6.88	594290	43980	1	2	1985-11-27T00:29:00Z	0.000214	41	BSc in general engineering;MSc in aerospace engineering	STS-61-B	6.88	4784034	12:13	astronaut	SPRING_SC.md		
STAFFORD, Thomas P.	USA	Male	1930-09-17	21.16	1827820	0	4	0	1965-12-15T13:37:26Z	0.001135	35		Gemini 6A;Gemini 9;Apollo 10;Apollo-Soyuz (Apollo)	9.06	4365964	00:00	astronaut	STAFFORD_TP.md		
STANKEVIčIUS, Rimantas Antanas-Antano	URS	Male	1944-07-26	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	STANKEVICIUS_RA.md		
STEFANYSHYN-PIPER, Heidemarie M.	USA	Female	1963-02-07	27.65	2389056	117720	2	5	2006-09-09T15:14:55Z	0.000861	43	BSc in mechanical engineering	STS-115;STS-126	15.85	19231900	32:42	astronaut	STEFANYSHYN-PIPER_HM.md		
STEKLOV, Vladimir Aleksandrovich	RUS	Male	1949-01-03	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	STEKLOV_VA.md		
STEPANOV, Eduard Nikolayevich	URS	Male	1937-04-14	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	STEPANOV_EN.md		
STEPANOV, Yuri Nikolayevich	URS	Male	1936-09-27	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	STEPANOV_YN.md		
STEWART, Robert L.	USA	Male	1942-08-13	12.04	1040435	43920	2	2	1984-02-03T13:00Z	0.000375	41	BSc in mathematics;MSc in aerospace engineering	STS-41-B;STS-51-J	7.97	8375501	12:12	astronaut	STEWART_RL.md		
STOTT, Nicole P.	USA	Female	1962-11-19	103.24	8920214	23700	2	1	2009-08-29T03:59Z	0.003216	46	BSc in aeronautical engineering;MSc in engineering management	STS-128;STS-129;STS-133	90.45	71807722	06:35	astronaut	STOTT_NP.md		Astro_Nicole
STOYANOV, Krasimir Mihailov	BGR	Male	1961-01-24	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	STOYANOV_KM.md		
STREKALOV, Gennadi Mikhailovich	URS	Male	1940-10-28	268.93	23235968	78013	5	6	1980-11-27T14:18:28Z	0.008377	40		Soyuz T-3;Soyuz T-8;Soyuz T-11;Soyuz T-10;Soyuz TM-10;Soyuz TM-21;STS-71	130.86	187049542	21:40	cosmonaut	STREKALOV_GM.md		
STURCKOW, Frederick W.	USA	Male	1961-08-11	51.40	4441127	0	4	0	1998-12-04T08:35:34Z	0.001601	37	BSc in mechanical engineering	STS-88;STS-105;STS-117;STS-128	13.87	35751072	00:00	astronaut	STURCKOW_FW.md		
SUDARMONO, Pratiwi Pujilestari	IDN	Male	1952-07-31	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	SUDARMONO_PP.md		
SULLIVAN, Kathryn D.	USA	Female	1951-10-03	22.20	1918202	12420	3	1	1984-10-05T11:03Z	0.000692	33	BSc in earth sciences;MSc in earth sciences;PhD in geology	STS-41-G;STS-31;STS-45	8.92	15441526	03:27	astronaut	SULLIVAN_KD.md		
SULTANOV, Ural Nazibovich	URS	Male	1948-11-18	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	SULTANOV_UN.md		
SURAYEV, Maksim Viktorovich	RUS	Male	1972-05-24	334.51	28901434	33720	2	2	2009-09-30T07:14:45Z	0.010419	37		Soyuz TMA-16;Soyuz TMA-13M	169.17	232656543	09:22	cosmonaut	SURAYEV_MV.md		
SWANSON, Steven R.	USA	Male	1960-12-03	195.87	16922892	100680	3	5	2007-06-08T23:38:04Z	0.006101	46	BSc in engineering physics;PhD in computer science	STS-117;STS-119;Soyuz TMA-12M	169.21	136229280	27:58	astronaut	SWANSON_SR.md		
SWIGERT, John L., Jr.	USA	Male	1931-08-30	5.95	514482	0	1	0	1970-04-11T19:13Z	0.000352	38	BSc in mechanical engineering;MSc in aerospace science	Apollo 13	5.95	760000	00:00	astronaut	SWIGERT_JLJ.md		
TAMAYO M&eacute;NDEZ, Arnaldo 'Guasso'	CUB	Male	1942-01-29	7.86	679405	0	1	0	1980-09-18T19:11:03Z	0.000245	38		Soyuz 38	7.86	5469210	00:00	international	TAMAYO_MENDEZ_A.md		
TANG, Hongbo	CHN	Male	1975-10	33.59	2901873	0	1	0	2021-06-17T01:22:27Z	0.001046	45		Shenzhou 12	33.59	23360077	00:00	taikonaut	TANG_H.md	2021-07-20T15:27Z	
TANI, Daniel M.	USA	Male	1961-02-01	131.75	11383538	141060	2	6	2001-12-05T22:19:28Z	0.004104	40	BSc in mechanical engineering;MSc in mechanical engineering	STS-108;STS-120;STS-122	119.94	91637480	39:11	astronaut	TANI_DM.md		
TANNER, Joseph R.	USA	Male	1950-01-21	43.55	3763042	163740	4	7	1994-11-03T16:59:43Z	0.001357	44	BSc in mechanical engineering	STS-66;STS-82;STS-97;STS-115	11.80	30292488	45:29	astronaut	TANNER_JR.md		
TARELKIN, Yevgeni Igorevich	RUS	Male	1974-12-29	143.68	12414049	0	1	0	2012-10-23T10:51:11Z	0.004475	37		Soyuz TMA-06M	143.68	99933094	00:00	cosmonaut	TARELKIN_YI.md		
TERESHKOVA, Valentina Vladimirovna	URS	Female	1937-03-06	2.95	255068	0	1	0	1963-06-16T09:29:52Z	0.000092	26		Vostok 6	2.95	2053297	00:00	cosmonaut	TERESHKOVA_VV.md		
THAGARD, Norman E.	USA	Male	1943-07-03	140.56	12144356	0	5	0	1983-06-18T11:33Z	0.004378	39	BSc in engineering science;MSc in engineering science;Doctor of Medicine	STS-7;STS-51-B;STS-30;STS-42;Soyuz TM-21;STS-71	115.36	97762065	00:00	astronaut	THAGARD_NE.md		
THIELE, Gerhard Paul Julius	DEU	Male	1953-09-02	11.24	970860	0	1	0	2000-02-11T17:43Z	0.000350	46		STS-99	11.24	7815423	00:00	international	THIELE_GPJ.md		
THIRSK, Robert Brent	CAN	Male	1953-08-17	204.77	17692298	0	2	0	1996-06-20T14:49Z	0.006378	42		STS-78;Soyuz TMA-15	187.86	142422998	00:00	international	THIRSK_RB.md		
THOMAS, Andrew S.W.	USA	Male	1951-12-18	177.39	15326093	22860	4	1	1996-05-19T10:30Z	0.005525	44	PhD in mechanical engineering	STS-77;STS-89;STS-91;STS-102;STS-114	140.63	123375048	06:21	astronaut	THOMAS_ASW.md		
THOMAS, Donald A.	USA	Male	1955-05-06	43.34	3744902	0	4	0	1994-07-08T16:43:01Z	0.001350	39	BSc in physics;MSc in materials science;PhD in materials science	STS-65;STS-70;STS-83;STS-94	15.70	30146461	00:00	astronaut	THOMAS_DA.md		
THORNE, Stephen D.	USA	Male	1953-02-11	0.00	0	0	0	0		0.000000	0	BSc in engineering		0.00	0	00:00	astronaut	THORNE_SD.md		
THORNTON, Kathryn C.	USA	Female	1952-08-17	40.72	3518122	76260	4	3	1989-11-23T00:23:30Z	0.001268	37	BSc in physics;MSc in physics;PhD in physics	STS-33;STS-49;STS-61;STS-73	15.91	28320882	21:11	astronaut	THORNTON_KC.md		
THORNTON, William E.	USA	Male	1929-04-14	13.05	1127851	0	2	0	1983-08-30T06:32Z	0.000407	54	BSc in physics;Doctor of Medicine	STS-8;STS-51-B	7.01	9079200	00:00	astronaut	THORNTON_WE.md		
THUOT, Pierre J.	USA	Male	1955-05-19	27.37	2364824	63720	3	3	1990-02-28T07:50:22Z	0.000853	34	BSc in physics;MSc in system management	STS-36;STS-49;STS-62	13.97	19036833	17:42	astronaut	THUOT_PJ.md		
TIKHONOV, Nikolai Vladimirovich	RUS	Male	1982-05-23	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	TIKHONOV_NV.md		
TINGLE, Scott D.	USA	Male	1965-07-19	168.22	14534280	26640	1	1	2017-12-17T07:21:00Z	0.005240	52	BSc in mechanical engineering	Soyuz MS-07	168.22	117000954	07:24	astronaut	TINGLE_SD.md		Astro_Maker
TITOV, German Stepanovich	URS	Male	1935-09-11	1.05	91140	0	1	0	1961-08-06T06:00Z	0.000033	25		Vostok 2	1.05	733677	00:00	cosmonaut	TITOV_GS.md		
TITOV, Vladimir Georgiyevich	URS	Male	1947-01-01	387.03	33439663	69480	4	4	1983-04-20T13:10:54Z	0.012055	36		Soyuz T-8;Soyuz TM-4;Soyuz TM-6;STS-63;STS-86	365.94	269189287	19:18	cosmonaut	TITOV_VG.md		
TITO, Dennis	USA	Male	1940-08-08	7.92	684249	0	1	0	2001-04-28T07:37:20Z	0.000247	60	BSc in Astronautics and Aeronautics;MSc in Engineering Science	Soyuz TM-32;Soyuz TM-31	7.92	5508204	00:00	commercial tourist	TITO_D.md		
TOGNINI, Michel Ange-Charles	FRA	Male	1949-09-30	18.74	1619181	0	2	0	1992-07-27T06:08:42Z	0.000584	42		Soyuz TM-15;Soyuz TM-14;STS-93	13.79	13034407	00:00	international	TOGNINI_MA.md		
TOKAREV, Valeri Ivanovich	URS	Male	1952-10-29	199.63	17248064	19320	2	1	1999-05-27T06:49Z	0.006218	46		STS-96;Soyuz TMA-7	189.83	138846915	05:22	cosmonaut	TOKAREV_VI.md		
TOLBOYEV, Magomed Omarovich	URS	Male	1951-01-20	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	TOLBOYEV_MO.md		
TRESHCHYOV, Sergei Yevgeniyevich	RUS	Male	1958-08-18	184.93	15977737	19260	1	1	2002-06-05T21:22:49Z	0.005760	43		STS-111;STS-113	184.93	128620782	05:21	cosmonaut	TRESHCHYOV_SY.md		
TRESVYATSKY, Sergei Nikolayevich	URS	Male	1954-05-06	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	TRESVYATSKY_SN.md		
TRINH, Eugene H.	USA	Male	1950-09-14	13.81	1193405	0	1	0	1992-06-25T16:12:23Z	0.000430	41		STS-50	13.81	9606910	00:00	astronaut	TRINH_EH.md		
TRULY, Richard H.	USA	Male	1937-11-12	8.31	717717	0	2	0	1981-11-12T15:09:59Z	0.000259	44		STS-2;STS-8	6.05	5777621	00:00	astronaut	TRULY_RH.md		
TRYGGVASON, Bjarni Valdimar	CAN	Male	1945-09-21	11.85	1024080	0	1	0	1997-08-07T14:41Z	0.000369	51		STS-85	11.85	8243844	00:00	international	TRYGGVASON_BV.md		
TSIBLIYEV, Vasili Vasiliyevich	URS	Male	1954-02-20	381.66	32975584	69170	2	6	1993-07-01T14:32:58Z	0.011888	39		Soyuz TM-17;Soyuz TM-25	196.74	265453451	19:13	cosmonaut	TSIBLIYEV_VV.md		
TYURIN, Mikhail Vladislavovich	RUS	Male	1960-03-02	532.12	45975225	91860	3	5	2001-08-10T21:10:14Z	0.016575	41		STS-105;STS-108;Soyuz TMA-9;Soyuz TMA-11M	215.35	370100561	25:31	cosmonaut	TYURIN_MV.md		
URBANI, Luca	ITA	Male	1957-05-11	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	URBANI_L.md		
USACHYOV, Yuri Vladimirovich	URS	Male	1957-10-09	552.94	47773598	110940	4	7	1994-01-08T10:05:34Z	0.017223	36		Soyuz TM-18;Soyuz TM-23;STS-101;STS-102;STS-105	193.80	384577463	30:49	cosmonaut	USACHYOV_YV.md		
VAGNER, Ivan Viktorovich	RUS	Male	1985-07-10	195.64	16903614	0	1	0	2020-04-09T08:05:06Z	0.006094	34		Soyuz MS-16	195.64	136074092	00:00	cosmonaut	VAGNER_IV.md		
VALKOV, Konstantin Anatoliyevich	RUS	Male	1971-11-11	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	VALKOV_KA.md		
VANDE HEI, Mark T.	USA	Male	1966-11-10	270.40	23362517	96120	2	4	2017-09-12T21:17:02Z	0.008422	50	BSc in physics;MSc in applied physics	Soyuz MS-06;Soyuz MS-18	168.08	188068261	26:42	astronaut	VANDE_HEI_MT.md	2021-07-20T15:27Z	Astro_Sabot
VAN DEN BERG, Lodewijk	USA	Male	1932-03-24	7.01	605327	0	1	0	1985-04-29T16:02:18Z	0.000218	53	MSc in applied science	STS-51-B	7.01	4872882	00:00	astronaut	VAN_DEN_BERG_L.md		
VAN HOFTEN, James D.	USA	Male	1944-06-11	14.08	1216671	76080	2	4	1984-04-06T13:58Z	0.000439	39	BSc in civil engineering;MSc in hydraulic engineering;PhD in fluid mechanics	STS-41-C;STS-51-I	7.10	9794201	21:08	astronaut	VAN_HOFTEN_JD.md		
VARLAMOV, Valentin Stepanovich	URS	Male	1934-08-15	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	VARLAMOV_VS.md		
VASYUTIN, Vladimir Vladimirovich	URS	Male	1952-03-08	64.91	5608388	0	1	0	1985-09-17T12:38:52Z	0.002022	33		Soyuz T-14	64.91	45147523	00:00	cosmonaut	VASYUTIN_VV.md		
VEACH, Charles Lacy	USA	Male	1944-09-18	18.10	1563744	0	2	0	1991-04-28T11:33:14Z	0.000564	46	BSc in engineering management	STS-39;STS-52	9.79	12588139	00:00	astronaut	VEACH_CL.md		
VIEHBÖCK, Franz Artur	AUT	Male	1960-08-24	7.93	684761	0	1	0	1991-10-02T05:59:38Z	0.000247	31		Soyuz TM-13;Soyuz TM-12	7.93	5512326	00:00	international	VIEBOCK_FA.md		
VIKTORENKO, Aleksandr Stepanovich	URS	Male	1947-03-29	489.07	42255321	70740	4	6	1987-07-22T01:59:17Z	0.015234	40		Soyuz TM-3;Soyuz TM-2;Soyuz TM-8;Soyuz TM-14;Soyuz TM-20	169.22	340155334	19:39	cosmonaut	VIKTORENKO_AS.md		
VINOGRADOV, Pavel Vladimirovich	RUS	Male	1953-08-31	546.94	47255657	138300	3	7	1997-08-05T15:35:54Z	0.017036	43		Soyuz TM-26;Soyuz TMA-8;Soyuz TMA-08M	197.73	380408038	38:25	cosmonaut	VINOGRADOV_PV.md		
VIRTS, Terry	USA	Male	1967-12-01	213.45	18442271	68520	2	3	2010-02-08T09:14Z	0.006649	42	BSc in mathematics & minor in French	STS-130;Soyuz TMA-15M	199.70	148460281	19:02	astronaut	VIRTS_T.md		AstroTerry
VISO, Michel Yves	FRA	Male	1951-06-16	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	VISO_MY.md		
VITTORI, Roberto	ITA	Male	1964-10-15	35.52	3068846	0	3	0	2002-04-25T06:26:35Z	0.001106	37		Soyuz TM-34;Soyuz TM-33;Soyuz TMA-6;Soyuz TMA-5;STS-134	15.74	24704210	00:00	international	VITTORI_R.md		
VOLKOV, Aleksandr Aleksandrovich	URS	Male	1948-05-27	391.50	33825198	36720	3	2	1985-09-17T12:38:52Z	0.012194	37		Soyuz T-14;Soyuz TM-7;Soyuz TM-13	175.12	272292843	10:12	cosmonaut	VOLKOV_AA.md		
VOLKOV, Sergei Aleksandrovich	RUS	Male	1973-04-01	546.93	47255079	84000	3	4	2008-04-08T11:16:39Z	0.017036	35		Soyuz TMA-12;Soyuz TMA-02M;Soyuz TMA-18M	198.68	380403385	23:20	cosmonaut	VOLKOV_SA.md		Volkov_ISS
VOLKOV, Vladislav Nikolayevich	URS	Male	1935-11-23	28.71	2480528	0	2	0	1969-10-12T10:44:42Z	0.000894	33		Soyuz 7;Soyuz 11	23.77	19968250	00:00	cosmonaut	VOLKOV_VN.md		
