Name	Country	Gender	Date of Birth	Time in Space (days)	Time in Space (s)	EVA Time (s)	Number of Launches	Number of EVAs	First Launch	Time dilation (s)	Age at first launch (yr)	Qualifications	Missions	Longest single trip (days)	Total distance covered (km)	EVA (hh:mm)	Type
SCOTT, Winston E.	USA	Male	1950-08-06	24.61	2126142	70560	2	1	1996-01-11T09:41Z	0.000767	45		STS-72;STS-72;STS-72;STS-87;STS-87;STS-87;STS-87	15.69	17115443	19:36	
SCULLY-POWER, Paul D.	USA	Male	1944-05-28	8.22	710614	0	1	0	1984-10-05T11:03Z	0.000256	40		STS-41-G;STS-41-G;STS-41-G;STS-41-G	8.22	5720442	00:00	
SEARFOSS, Richard A.	USA	Male	1956-06-05	14.01	1210363	0	1	0	1993-10-18T14:53Z	0.000436	37		STS-58;STS-58;STS-58;STS-58	14.01	9743422	00:00	
SEDDON, Margaret Rhea	USA	Female	1947-11-08	30.10	2600548	0	3	0	1985-04-12T13:59:05Z	0.000938	37		STS-51-D;STS-51-D;STS-51-D;STS-40;STS-40;STS-40;STS-58;STS-58;STS-58;STS-58	14.01	20934411	00:00	
SEE, Elliot M., Jr.	USA	Male	1927-07-23	0.00	0	0	0	0		0.000000	0		STS-58	0.00	0	00:00	
SEGA, Ronald M.	USA	Male	1952-12-04	17.52	1513517	0	2	0	1994-02-03T12:10Z	0.000546	41		STS-60;STS-60;STS-60;STS-76;STS-76;STS-76;STS-76	9.22	12183811	00:00	
SELLERS, Piers J.	USA	Male	1955-04-11	35.38	3056693	148200	3	1	2002-10-07T19:45:51Z	0.001102	47		STS-112;STS-112;STS-112;STS-121;STS-121;STS-121;STS-132;STS-132;STS-132;STS-132	12.78	24606378	41:10	
SENKEVICH, Yuri Aleksandrovich 	URS	Male	1937-03-04	0.00	0	0	0	0		0.000000	0		STS-132	0.00	0	00:00	
SEREBROV, Aleksandr Aleksandrovich 	URS	Male	1944-02-15	365.04	31539688	114540	5	10	1982-08-19T17:11:52Z	0.011370	38		Soyuz T-7;Soyuz T-7;Soyuz T-7;Soyuz T-5;Soyuz T-5;Soyuz T-5;Soyuz T-8;Soyuz T-8;Soyuz T-8;Soyuz TM-8;Soyuz TM-8;Soyuz TM-8;Soyuz TM-17;Soyuz TM-17;Soyuz TM-17;Soyuz TM-17	196.74	253894488	31:49	
SEROVA, Yelena Olegovna	RUS	Female	1976-04-22	97.15	8393699	0	1	0	2014-09-25T20:25Z	0.003026	38		Soyuz TMA-14M;Soyuz TMA-14M;Soyuz TMA-14M;Soyuz TMA-14M	97.15	67569276	00:00	
SEROV, Mark Vyacheslavovich	RUS	Male	1974-05-23	0.00	0	0	0	0		0.000000	0		Soyuz TMA-14M	0.00	0	00:00	
SEVASTIYANOV, Vitali Ivanovich 	URS	Male	1935-07-08	62.97	5440809	0	2	0	1970-06-01T19Z	0.001961	0		Soyuz 9;Soyuz 9;Soyuz 9;Soyuz 18;Soyuz 18;Soyuz 18;Soyuz 18	62.97	43798512	00:00	
SEVERIN, Vladimir Gayevich 	URS	Male	1956-11-20	0.00	0	0	0	0		0.000000	0		Soyuz 18	0.00	0	00:00	
SHARAFUTDINOV, Ansar Ilgamovich 	URS	Male	1939-06-26	0.00	0	0	0	0		0.000000	0		Soyuz 18	0.00	0	00:00	
SHARGIN, Yuri Georgiyevich 	RUS	Male	1960-03-20	0.00	0	0	2	0	2004-10-14T03:06Z	0.000000	44		Soyuz TMA-5;Soyuz TMA-5;Soyuz TMA-5;Soyuz TMA-4;Soyuz TMA-4;Soyuz TMA-4;Soyuz TMA-4	0.00	0	00:00	
SHARIPOV, Salizhan Shakirovich 	URS	Male	1964-08-24	201.62	17419905	35880	2	2	1998-01-23T02:48:15Z	0.006280	33		STS-89;STS-89;STS-89;Soyuz TMA-5;Soyuz TMA-5;Soyuz TMA-5;Soyuz TMA-5	192.79	140230235	09:58	
SHARMAN, Helen Patricia 'Lenochka'	GBR	Female	1963-05-30	0.00	0	0	2	0	1991-05-18T12:50:28Z	0.000000	27		Soyuz TM-12;Soyuz TM-12;Soyuz TM-12;Soyuz TM-11;Soyuz TM-11;Soyuz TM-11;Soyuz TM-11	0.00	0	00:00	
SHARMA, Rakesh 'Rikki'	IND	Male	1949-01-13	0.00	0	0	2	0	1984-04-03T13:08Z	0.000000	35		Soyuz T-11;Soyuz T-11;Soyuz T-11;Soyuz T-10;Soyuz T-10;Soyuz T-10;Soyuz T-10	0.00	0	00:00	
SHAROV, Valeri Yuriyevich 	URS	Male	1953-12-26	0.00	0	0	0	0		0.000000	0		Soyuz T-10	0.00	0	00:00	
SHATALOV, Vladimir Aleksandrovich 	URS	Male	1927-12-08	9.92	856712	0	3	0	1969-01-14T07:30Z	0.000309	41		Soyuz 4;Soyuz 4;Soyuz 4;Soyuz 8;Soyuz 8;Soyuz 8;Soyuz 10;Soyuz 10;Soyuz 10;Soyuz 10	4.95	6896531	00:00	
SHAW, Brewster H., Jr.	USA	Male	1945-05-16	22.20	1918344	0	3	0	1983-11-28T16:00Z	0.000692	38		STS-9;STS-9;STS-9;STS-61-B;STS-61-B;STS-61-B;STS-28;STS-28;STS-28;STS-28	10.28	15442669	00:00	
SHCHEGLOV, Vasili Dmitriyevich 	URS	Male	1940-04-09	0.00	0	0	0	0		0.000000	0		STS-28	0.00	0	00:00	
SHCHUKIN, Aleksandr Vladimirovich 	URS	Male	1946-01-19	0.00	0	0	0	0		0.000000	0		STS-28	0.00	0	00:00	
SHEFFER, Yuri Petrovich 	URS	Male	1947-06-30	0.00	0	0	0	0		0.000000	0		STS-28	0.00	0	00:00	
SHEPARD, Alan B. Jr.	USA	Male	1923-11-18	9.01	778701	33420	2	1	1961-05-05T14:34:13Z	0.000532	37		Mercury-Redstone 3;Mercury-Redstone 3;Mercury-Redstone 3;Apollo 14;Apollo 14;Apollo 14;Apollo 14	9.00	767430	09:17	
SHEPHERD, William M.	USA	Male	1949-07-26	18.26	1577742	0	5	0	1988-12-02T14:30:34Z	0.000569	39		STS-27;STS-27;STS-27;STS-41;STS-41;STS-41;STS-52;STS-52;STS-52;Expedition 1: Soyuz (up) in 2000 and STS-102 ' Discovery (down);Expedition 1: Soyuz (up) in 2000 and STS-102 ' Discovery (down);Expedition 1: Soyuz (up) in 2000 and STS-102 ' Discovery (down);STS-102;STS-102;STS-102;STS-102	9.79	12700823	00:00	
SHKAPLEROV, Anton Nikolayevich	RUS	Male	1972-02-20	203.44	17577056	22500	2	1	2011-11-14T04:14:03Z	0.006337	39		Soyuz TMA-22;Soyuz TMA-22;Soyuz TMA-22;Soyuz TMA-15M;Soyuz TMA-15M;Soyuz TMA-15M;Soyuz TMA-15M	165.31	141495300	06:15	
SHONIN, Georgi Stepanovich 	URS	Male	1935-08-03	4.95	427368	0	1	0	1969-10-11T11:10Z	0.000154	34		Soyuz 6;Soyuz 6;Soyuz 6;Soyuz 6	4.95	3440312	00:00	
SHRIVER, Loren J.	USA	Male	1944-09-23	16.09	1389874	0	3	0	1985-01-24T19:50Z	0.000501	40		STS-51-C;STS-51-C;STS-51-C;STS-31;STS-31;STS-31;STS-46;STS-46;STS-46;STS-46	7.97	11188485	00:00	
SHUTTLEWORTH, Mark Richard 'Buranov'	ZAF	Male	1973-09-18	0.00	0	0	2	0	2002-04-25T06:26:35Z	0.000000	28		Soyuz TM-34;Soyuz TM-34;Soyuz TM-34;Soyuz TM-33;Soyuz TM-33;Soyuz TM-33;Soyuz TM-33	0.00	0	00:00	
SILVE, Benoit Martin Philippe	FRA	Male	1958-07-15	0.00	0	0	0	0		0.000000	0		Soyuz TM-33	0.00	0	00:00	
SIMONYI, Charles	HUN	Male	1948-09-10	0.00	0	0	4	0	2007-04-07T17:31:09Z	0.000000	58		Soyuz TMA-10;Soyuz TMA-10;Soyuz TMA-10;Soyuz TMA-9;Soyuz TMA-9;Soyuz TMA-9;Soyuz TMA-14;Soyuz TMA-14;Soyuz TMA-14;Soyuz TMA-13;Soyuz TMA-13;Soyuz TMA-13;Soyuz TMA-13	0.00	0	00:00	
SKRIPOCHKA, Oleg Ivanovich 	RUS	Male	1969-12-24	159.36	13769045	60060	1	3	2010-10-07T23:10:55Z	0.004964	40		Soyuz TMA-01M;Soyuz TMA-01M;Soyuz TMA-01M;Soyuz TMA-01M	159.36	110840812	16:41	
SKVORTSOV, Aleksandr Aleksandrovich 	URS	Male	1942-06-08	0.00	0	0	0	0		0.000000	0		Soyuz TMA-01M	0.00	0	00:00	
SKVORTSOV, Aleksandr Aleksandrovich Jr.	RUS	Male	1966-05-06	345.27	29831137	45240	2	2	2010-04-02T04:04Z	0.010754	43		Soyuz TMA-18;Soyuz TMA-18;Soyuz TMA-18;Soyuz TMA-12M;Soyuz TMA-12M;Soyuz TMA-12M;Soyuz TMA-12M	176.06	240140652	12:34	
SLAYTON, Donald K.	USA	Male	1924-03-01	9.06	782880	0	1	0	1975-07-15T19:50:00Z	0.000535	51		Apollo-Soyuz (Apollo);Apollo-Soyuz (Apollo);Apollo-Soyuz (Apollo);Apollo-Soyuz (Apollo)	9.06	760000	00:00	
SMIRENNY, Lev Nikolayevich 	URS	Male	1932-10-25	0.00	0	0	0	0		0.000000	0		Apollo-Soyuz (Apollo)	0.00	0	00:00	
SMITH, Michael J.	USA	Male	1945-08-30	0.00	0	0	1	0	1986-01-28T16:38Z	0.000000	40		STS-51-L;STS-51-L;STS-51-L;STS-51-L	0.00	0	00:00	
SMITH, Steven L.	USA	Male	1958-12-30	21.22	1833832	0	2	0	1994-09-30T11:16:01Z	0.000661	35		STS-68;STS-68;STS-68;STS-82;STS-82;STS-82;STS-82	11.24	14762347	00:00	
SOKOVYKH, Anatoli Mikhailovich	URS	Male	1944-01-12	0.00	0	0	0	0		0.000000	0		STS-82	0.00	0	00:00	
SOLOGUB, Mikhail Vladimirovich 	URS	Male	1936-11-06	0.00	0	0	0	0		0.000000	0		STS-82	0.00	0	00:00	
SOLOVIYOVA, Irina Bayanovna 	URS	Male	1937-09-06	0.00	0	0	0	0		0.000000	0		STS-82	0.00	0	00:00	
SOLOVIYOV, Anatoli Yakovlevich 	URS	Male	1948-01-16	565.69	48875631	247440	7	14	1988-06-07T14:03:13Z	0.017620	40		Soyuz TM-5;Soyuz TM-5;Soyuz TM-5;Soyuz TM-4;Soyuz TM-4;Soyuz TM-4;Soyuz TM-9;Soyuz TM-9;Soyuz TM-9;Soyuz TM-15;Soyuz TM-15;Soyuz TM-15;STS-71;STS-71;STS-71;Soyuz TM-21;Soyuz TM-21;Soyuz TM-21;Soyuz TM-26;Soyuz TM-26;Soyuz TM-26;Soyuz TM-26	197.73	393448829	68:44	
SOLOVIYOV, Vladimir Alekseyevich 	URS	Male	1946-11-11	125.00	10800057	113880	3	8	1984-02-08T12:07:26Z	0.003894	37		Soyuz T-10;Soyuz T-10;Soyuz T-10;Soyuz T-11;Soyuz T-11;Soyuz T-11;Soyuz T-15;Soyuz T-15;Soyuz T-15;Soyuz T-15	125.00	86940458	31:38	
SOROKIN, Aleksei Vasiliyevich 	URS	Male	1931-03-30	0.00	0	0	0	0		0.000000	0		Soyuz T-15	0.00	0	00:00	
SPRINGER, Robert C.	USA	Male	1942-05-21	9.90	855202	0	2	0	1989-03-13T14:57Z	0.000308	46		STS-29;STS-29;STS-29;STS-38;STS-38;STS-38;STS-38	4.99	6884376	00:00	
SPRING, Sherwood C.	USA	Male	1944-09-03	6.88	594290	44040	1	1	1985-11-27T00:29Z	0.000214	41		STS-61-B;STS-61-B;STS-61-B;STS-61-B	6.88	4784034	12:14	
STAFFORD, Thomas P.	USA	Male	1930-09-17	20.08	1734735	0	4	0	1966-06-03T13:39:33Z	0.001101	35		Gemini 6;Gemini 6;Gemini 6;Gemini 9;Gemini 9;Gemini 9;Apollo 10;Apollo 10;Apollo 10;Apollo-Soyuz (Apollo);Apollo-Soyuz (Apollo);Apollo-Soyuz (Apollo);Apollo-Soyuz (Apollo)	9.06	3616630	00:00	
STANKEVIčIUS, Rimantas Antanas-Antano 	URS	Male	1944-07-26	0.00	0	0	0	0		0.000000	0		Apollo-Soyuz (Apollo)	0.00	0	00:00	
STEFANYSHYN-PIPER, Heidemarie M.	USA	Female	1963-02-07	27.65	2389056	121320	2	1	2006-09-09T15:14:55Z	0.000861	43		STS-115;STS-115;STS-115;STS-126;STS-126;STS-126;STS-126	15.85	19231900	33:42	
STEKLOV, Vladimir Aleksandrovich	RUS	Male	1949-01-03	0.00	0	0	0	0		0.000000	0		STS-126	0.00	0	00:00	
STEPANOV, Eduard Nikolayevich 	URS	Male	1937-04-14	0.00	0	0	0	0		0.000000	0		STS-126	0.00	0	00:00	
STEPANOV, Yuri Nikolayevich 	URS	Male	1936-09-27	0.00	0	0	0	0		0.000000	0		STS-126	0.00	0	00:00	
STEWART, Robert L.	USA	Male	1942-08-13	12.04	1040435	43920	2	1	1984-02-03T13:00Z	0.000375	41		STS-41-B;STS-41-B;STS-41-B;STS-51-J;STS-51-J;STS-51-J;STS-51-J	7.97	8375501	12:12	
STOTT, Nicole P.	USA	Female	1962-11-19	12.80	1105491	23940	4	1	2009-08-29T03:59Z	0.000399	46		Expedition 20/21: STS-128 Discovery(up), STS-129 Atlantis(down);Expedition 20/21: STS-128 Discovery(up), STS-129 Atlantis(down);Expedition 20/21: STS-128 Discovery(up), STS-129 Atlantis(down);STS-128;STS-128;STS-128;STS-129;STS-129;STS-129;STS-133;STS-133;STS-133;STS-133	12.80	8899202	06:39	
STOYANOV, Krasimir Mihailov	BGR	Male	1961-01-24	0.00	0	0	0	0		0.000000	0		STS-133	0.00	0	00:00	
STREKALOV, Gennadi Mikhailovich	URS	Male	1940-10-28	145.67	12585684	79620	7	4	1980-11-27T14:18:28Z	0.004537	40		Soyuz T-3;Soyuz T-3;Soyuz T-3;Soyuz T-8;Soyuz T-8;Soyuz T-8;Soyuz T-11;Soyuz T-11;Soyuz T-11;Soyuz T-10;Soyuz T-10;Soyuz T-10;Soyuz TM-10;Soyuz TM-10;Soyuz TM-10;Soyuz TM-21;Soyuz TM-21;Soyuz TM-21;STS-71;STS-71;STS-71;STS-71	130.86	101314756	22:07	
STURCKOW, Frederick W.	USA	Male	1961-08-11	51.40	4441127	0	4	0	1998-12-04T08:35:34Z	0.001601	37		STS-88;STS-88;STS-88;STS-105;STS-105;STS-105;STS-117;STS-117;STS-117;STS-128;STS-128;STS-128;STS-128	13.87	35751072	00:00	
SUDARMONO, Pratiwi Pujilestari	IDN	Male	1952-07-31	0.00	0	0	0	0		0.000000	0		STS-128	0.00	0	00:00	
SULLIVAN, Kathryn D.	USA	Female	1951-10-03	22.20	1918202	12540	3	1	1984-10-05T11:03Z	0.000692	33		STS-41-G;STS-41-G;STS-41-G;STS-31;STS-31;STS-31;STS-45;STS-45;STS-45;STS-45	8.92	15441526	03:29	
SULTANOV, Ural Nazibovich 	URS	Male	1948-11-18	0.00	0	0	0	0		0.000000	0		STS-45	0.00	0	00:00	
SURAYEV, Maksim Viktorovich 	RUS	Male	1972-05-24	334.51	28901434	33720	2	2	2009-09-30T07:14:45Z	0.010419	37		Soyuz TMA-16;Soyuz TMA-16;Soyuz TMA-16;Soyuz TMA-13M;Soyuz TMA-13M;Soyuz TMA-13M;Soyuz TMA-13M	169.17	232656543	09:22	
SWANSON, Steven R.	USA	Male	1960-12-03	26.65	2302955	100680	2	2	2007-06-08T23:38:04Z	0.000830	46		STS-117;STS-117;STS-117;STS-119;STS-119;STS-119;STS-119	13.84	18538787	27:58	
SWIGERT, John L., Jr.	USA	Male	1931-08-30	5.95	514482	0	1	0	1970-04-11T19:13Z	0.000352	38		Apollo 13;Apollo 13;Apollo 13;Apollo 13	5.95	760000	00:00	
TAMAYO MéNDEZ, Arnaldo 'Guasso'	CUB	Male	1942-01-29	7.86	679405	0	1	0	1980-09-18T19:11:03Z	0.000245	38		Soyuz 38;Soyuz 38;Soyuz 38;Soyuz 38	7.86	5469210	00:00	
TANG, Hongbo	CHN	Male		0.00	0	0	0	0		0.000000	0		Soyuz 38	0.00	0	00:00	
TANI, Daniel M.	USA	Male	1961-02-01	11.82	1021006	141060	3	1	2001-12-05T22:19:28Z	0.000368	40		STS-108;STS-108;STS-108;STS-120;STS-120;STS-120;STS-122;STS-122;STS-122;STS-122	11.82	8219098	39:11	
TANNER, Joseph R.	USA	Male	1950-01-21	43.55	3763042	167340	4	1	1994-11-03T16:59:43Z	0.001357	44		STS-66;STS-66;STS-66;STS-82;STS-82;STS-82;STS-97;STS-97;STS-97;STS-115;STS-115;STS-115;STS-115	11.80	30292488	46:29	
TARELKIN, Yevgeni Igorevich	RUS	Male	1974-12-29	143.68	12414049	0	1	0	2012-10-23T10:51:11Z	0.004475	37		Soyuz TMA-06M;Soyuz TMA-06M;Soyuz TMA-06M;Soyuz TMA-06M	143.68	99933094	00:00	
TERESHKOVA, Valentina Vladimirovna 	URS	Female	1937-03-06	2.95	255068	0	1	0	1963-06-16T09:29:52Z	0.000092	26		Vostok 6;Vostok 6;Vostok 6;Vostok 6	2.95	2053297	00:00	
THAGARD, Norman E.	USA	Male	1943-07-03	25.20	2176921	0	6	0	1983-06-18T11:33Z	0.000785	39		STS-7;STS-7;STS-7;STS-51-B;STS-51-B;STS-51-B;STS-30;STS-30;STS-30;STS-42;STS-42;STS-42;Mir: Soyuz (up) and STS-71 (down);Mir: Soyuz (up) and STS-71 (down);Mir: Soyuz (up) and STS-71 (down);STS-71;STS-71;STS-71;STS-71	8.05	17524214	00:00	
THIELE, Gerhard Paul Julius	DEU	Male	1953-09-02	11.24	970860	0	1	0	2000-02-11T17:43Z	0.000350	46		STS-99;STS-99;STS-99;STS-99	11.24	7815423	00:00	
THIRSK, Robert Brent	CAN	Male	1953-08-17	204.77	17692298	0	2	0	1996-06-20T14:49Z	0.006378	42		STS-78;STS-78;STS-78;Soyuz TMA-15;Soyuz TMA-15;Soyuz TMA-15;Soyuz TMA-15	187.86	142422998	00:00	
THOMAS, Andrew S.W.	USA	Male	1951-12-18	36.75	3175369	22860	6	1	1996-05-19T10:30Z	0.001145	44		STS-77;STS-77;STS-77;Mir: STS-89 (up) in 1998 and STS-91 (down);Mir: STS-89 (up) in 1998 and STS-91 (down);Mir: STS-89 (up) in 1998 and STS-91 (down);STS-89;STS-89;STS-89;STS-91;STS-91;STS-91;STS-102;STS-102;STS-102;STS-114;STS-114;STS-114;STS-114	13.90	25561720	06:21	
THOMAS, Donald A.	USA	Male	1955-05-06	43.34	3744902	0	4	0	1994-07-08T16:43:01Z	0.001350	39		STS-65;STS-65;STS-65;STS-70;STS-70;STS-70;STS-83;STS-83;STS-83;STS-94;STS-94;STS-94;STS-94	15.70	30146461	00:00	
THORNE, Stephen D.	USA	Male	1953-02-11	0.00	0	0	0	0		0.000000	0		STS-94	0.00	0	00:00	
THORNTON, Kathryn C.	USA	Female	1952-08-17	40.72	3518122	76260	4	1	1989-11-23T00:23:30Z	0.001268	37		STS-33;STS-33;STS-33;STS-49;STS-49;STS-49;STS-61;STS-61;STS-61;STS-73;STS-73;STS-73;STS-73	15.91	28320882	21:11	
THORNTON, William E.	USA	Male	1929-04-14	13.05	1127851	0	2	0	1983-08-30T06:32Z	0.000407	54		STS-8;STS-8;STS-8;STS-51-B;STS-51-B;STS-51-B;STS-51-B	7.01	9079200	00:00	
THUOT, Pierre J.	USA	Male	1955-05-19	27.37	2364824	63480	3	1	1990-02-28T07:50:22Z	0.000853	34		STS-36;STS-36;STS-36;STS-49;STS-49;STS-49;STS-62;STS-62;STS-62;STS-62	13.97	19036833	17:38	
TIKHONOV, Nikolai Vladimirovich	RUS	Male	1982-05-23	0.00	0	0	0	0		0.000000	0		STS-62	0.00	0	00:00	
TINGLE, Scott D.	USA	Male	1965-07-19	0.00	0	0	0	0		0.000000	0		STS-62	0.00	0	00:00	
TITOV, German Stepanovich	URS	Male	1935-09-11	1.05	91140	0	1	0	1961-08-06T06:00Z	0.000033	25		Vostok 2;Vostok 2;Vostok 2;Vostok 2	1.05	733677	00:00	
TITOV, Vladimir Georgiyevich 	URS	Male	1947-01-01	21.09	1822066	67680	5	4	1983-04-20T13:10:54Z	0.000657	36		Soyuz T-8;Soyuz T-8;Soyuz T-8;Soyuz TM-4;Soyuz TM-4;Soyuz TM-4;Soyuz TM-6;Soyuz TM-6;Soyuz TM-6;STS-63;STS-63;STS-63;STS-86;STS-86;STS-86;STS-86	10.81	14667631	18:48	
TITO, Dennis	USA	Male	1940-08-08	0.00	0	0	2	0	2001-04-28T07:37:20Z	0.000000	60		Soyuz TM-32;Soyuz TM-32;Soyuz TM-32;Soyuz TM-31;Soyuz TM-31;Soyuz TM-31;Soyuz TM-31	0.00	0	00:00	
TOGNINI, Michel Ange-Charles	FRA	Male	1949-09-30	4.95	427800	0	3	0	1992-07-27T06:08:42Z	0.000154	42		Soyuz TM-15;Soyuz TM-15;Soyuz TM-15;Soyuz TM-14;Soyuz TM-14;Soyuz TM-14;STS-93;STS-93;STS-93;STS-93	4.95	3443790	00:00	
TOKAREV, Valeri Ivanovich 	URS	Male	1952-10-29	199.63	17248064	39900	2	2	1999-05-27T06:49Z	0.006218	46		STS-96;STS-96;STS-96;Soyuz TMA-7;Soyuz TMA-7;Soyuz TMA-7;Soyuz TMA-7	189.83	138846915	11:05	
TOLBOYEV, Magomed Omarovich 	URS	Male	1951-01-20	0.00	0	0	0	0		0.000000	0		Soyuz TMA-7	0.00	0	00:00	
TRESHCHYOV, Sergei Yevgeniyevich 	RUS	Male	1958-08-18	28.64	2474676	19260	2	1	2002-06-05T21:22:49Z	0.000892	43		STS-111;STS-111;STS-111;STS-113;STS-113;STS-113;STS-113	14.78	19921141	05:21	
TRESVYATSKY, Sergei Nikolayevich 	URS	Male	1954-05-06	0.00	0	0	0	0		0.000000	0		STS-113	0.00	0	00:00	
TRINH, Eugene H.	USA	Male	1950-09-14	13.81	1193405	0	1	0	1992-06-25T16:12:23Z	0.000430	41		STS-50;STS-50;STS-50;STS-50	13.81	9606910	00:00	
TRULY, Richard H.	USA	Male	1937-11-12	8.31	717717	0	2	0	1981-11-12T15:09:59Z	0.000259	44		STS-2;STS-2;STS-2;STS-8;STS-8;STS-8;STS-8	6.05	5777621	00:00	
TRYGGVASON, Bjarni Valdimar	CAN	Male	1945-09-21	11.85	1024080	0	1	0	1997-08-07T14:41Z	0.000369	51		STS-85;STS-85;STS-85;STS-85	11.85	8243844	00:00	
TSIBLIYEV, Vasili Vasiliyevich 	URS	Male	1954-02-20	381.66	32975584	69000	2	6	1993-07-01T14:32:58Z	0.011888	39		Soyuz TM-17;Soyuz TM-17;Soyuz TM-17;Soyuz TM-25;Soyuz TM-25;Soyuz TM-25;Soyuz TM-25	196.74	265453451	19:10	
TYURIN, Mikhail Vladislavovich 	RUS	Male	1960-03-02	426.96	36889097	91920	4	5	2001-08-10T21:10:14Z	0.013299	41		STS-105;STS-105;STS-105;STS-108;STS-108;STS-108;Soyuz TMA-9;Soyuz TMA-9;Soyuz TMA-9;Soyuz TMA-11M;Soyuz TMA-11M;Soyuz TMA-11M;Soyuz TMA-11M	215.35	296957230	25:32	
URBANI, Luca	ITA	Male	1957-05-11	0.00	0	0	0	0		0.000000	0		Soyuz TMA-11M	0.00	0	00:00	
USACHYOV, Yuri Vladimirovich 	URS	Male	1957-10-09	410.37	35455771	109860	5	6	1994-01-08T10:05:34Z	0.012782	36		Soyuz TM-18;Soyuz TM-18;Soyuz TM-18;Soyuz TM-23;Soyuz TM-23;Soyuz TM-23;STS-101;STS-101;STS-101;STS-102;STS-102;STS-102;STS-105;STS-105;STS-105;STS-105	193.80	285418956	30:31	
VAGNER, Ivan Viktorovich 	RUS	Male	1985-07-10	0.00	0	0	0	0		0.000000	0		STS-105	0.00	0	00:00	
VALKOV, Konstantin Anatoliyevich 	RUS	Male	1971-11-11	0.00	0	0	0	0		0.000000	0		STS-105	0.00	0	00:00	
VANDE HEI, Mark T.	USA	Male	1966-11-10	0.00	0	0	0	0		0.000000	0		STS-105	0.00	0	00:00	
VAN DEN BERG, Lodewijk	USA	Male	1932-03-24	7.01	605327	0	1	0	1985-04-29T16:02:18Z	0.000218	53		STS-51-B;STS-51-B;STS-51-B;STS-51-B	7.01	4872882	00:00	
VAN HOFTEN, James D.	USA	Male	1944-06-11	14.08	1216671	78660	2	1	1984-04-06T13:58Z	0.000439	39		STS-41-C;STS-41-C;STS-41-C;STS-51-I;STS-51-I;STS-51-I;STS-51-I	7.10	9794201	21:51	
VARLAMOV, Valentin Stepanovich 	URS	Male	1934-08-15	0.00	0	0	0	0		0.000000	0		STS-51-I	0.00	0	00:00	
VASYUTIN, Vladimir Vladimirovich 	URS	Male	1952-03-08	64.91	5608388	0	1	0	1985-09-17T12:38:52Z	0.002022	33		Soyuz T-14;Soyuz T-14;Soyuz T-14;Soyuz T-14	64.91	45147523	00:00	
VEACH, Charles Lacy	USA	Male	1944-09-18	18.10	1563744	0	2	0	1991-04-28T11:33:14Z	0.000564	46		STS-39;STS-39;STS-39;STS-52;STS-52;STS-52;STS-52	9.79	12588139	00:00	
VIEHBöCK, Franz Artur	AUT	Male	1960-08-24	0.00	0	0	2	0	1991-10-02T05:59:38Z	0.000000	31		Soyuz TM-13;Soyuz TM-13;Soyuz TM-13;Soyuz TM-12;Soyuz TM-12;Soyuz TM-12;Soyuz TM-12	0.00	0	00:00	
VIKTORENKO, Aleksandr Stepanovich 	URS	Male	1947-03-29	481.10	41567425	70740	5	6	1987-07-22T01:59:17Z	0.014986	40		Soyuz TM-3;Soyuz TM-3;Soyuz TM-3;Soyuz TM-2;Soyuz TM-2;Soyuz TM-2;Soyuz TM-8;Soyuz TM-8;Soyuz TM-8;Soyuz TM-14;Soyuz TM-14;Soyuz TM-14;Soyuz TM-20;Soyuz TM-20;Soyuz TM-20;Soyuz TM-20	169.22	334617771	19:39	
VINOGRADOV, Pavel Vladimirovich 	RUS	Male	1953-08-31	546.94	47255657	102960	3	5	1997-08-05T15:35:54Z	0.017036	43		Soyuz TM-26;Soyuz TM-26;Soyuz TM-26;Soyuz TMA-8;Soyuz TMA-8;Soyuz TMA-8;Soyuz TMA-08M;Soyuz TMA-08M;Soyuz TMA-08M;Soyuz TMA-08M	197.73	380408038	28:36	
VIRTS, Terry	USA	Male	1967-12-01	51.88	4482430	0	2	0	2010-02-08T09:14Z	0.001616	42		STS-130;STS-130;STS-130;Soyuz TMA-15M;Soyuz TMA-15M;Soyuz TMA-15M;Soyuz TMA-15M	38.12	36083561	00:00	
VISO, Michel Yves	FRA	Male	1951-06-16	0.00	0	0	0	0		0.000000	0		Soyuz TMA-15M	0.00	0	00:00	
VITTORI, Roberto	ITA	Male	1964-10-15	15.74	1359572	0	5	0	2002-04-25T06:26:35Z	0.000490	37		Soyuz TM-34;Soyuz TM-34;Soyuz TM-34;Soyuz TM-33;Soyuz TM-33;Soyuz TM-33;Soyuz TMA-6;Soyuz TMA-6;Soyuz TMA-6;Soyuz TMA-5;Soyuz TMA-5;Soyuz TMA-5;STS-134;STS-134;STS-134;STS-134	15.74	10944554	00:00	
VOLKOV, Aleksandr Aleksandrovich 	URS	Male	1948-05-27	391.50	33825198	37320	3	2	1985-09-17T12:38:52Z	0.012194	37		Soyuz T-14;Soyuz T-14;Soyuz T-14;Soyuz TM-7;Soyuz TM-7;Soyuz TM-7;Soyuz TM-13;Soyuz TM-13;Soyuz TM-13;Soyuz TM-13	175.12	272292843	10:22	
VOLKOV, Sergei Aleksandrovich 	RUS	Male	1973-04-01	365.94	31617381	66900	2	3	2008-04-08T11:16:39Z	0.011398	35		Soyuz TMA-12;Soyuz TMA-12;Soyuz TMA-12;Soyuz TMA-02M;Soyuz TMA-02M;Soyuz TMA-02M;Soyuz TMA-02M	198.68	254519917	18:35	
