Asteroid name,Reason for name,Category
(4966) Edolsen,"Edward Olsen (b. 1927) is a long-time curator of the meteorite collection at the Field Museum of Natural History in Chicago.  His studies of stony-iron meteorites and phosphate minerals have focused on unraveling the processes that led to core formation in minor planets.",""
(280641) Edosara,"Edoardo Rossi (b. 1998) and Sara Breschi (b. 1996) are two active young amateur astronomers at the San Marcello Observatory.",""
(8494) Edpatvega,"Ed (b. 1931) and Pat (b. 1944) Vega have been a dynamic astronomical team for many years.  Drawing on his experience as a pathologist, Ed Vega has completed a study, called "Comet Disaster", of the long-term effects to humanity of a large comet's impact on the earth.",""
(13077) Edschneider,"Edward T. Scheider (b. 1948) serves as a staff pilot and T-38 instructor pilot at NASA's Johnson Space Center in Houston, Texas. An active member of the Society of Experimental Test Pilots, he has logged flight hours in 84 different models of aircraft and has performed "first flights" on five unique research aircraft.",""
(4854) Edscott,"Edward Scott (b. 1947), professor at the University of Hawaii, began his career by deciphering how minor planet cores fractionally crystallized to produce the observed range of iron meteorite compositions.  His current work focuses on the chemical and physical processes that operated in the solar nebula.","science:person;"
(3932) Edshay,"Edwin L. Shay (1938-1998) was an educator in Worthington, Ohio, and Syracuse, New York, for 34 years and father of the Worthington Soccer League. His enthusiasm for learning and exploration, as well as his personal involvement in the education of students as individuals, inspired many to achieve their dreams.","education:person;"
(7551) Edstolper,"Edward M. Stolper (b. 1952) is a professor of geology at the California Institute of Technology.  He has pioneered the use of experimental, analytical, theoretical, and computational studies aimed at understanding the origin and evolution of igneous rocks on the earth and other planets.",""
(340) Eduarda,"",""
(26532) Eduardoboff,"Eduardo Trierweiler Boff (b. 1991) was awarded second place in the 2010 Intel International Science and Engineering Fair for his materials-and-bioengineering team project.  He attends the Fundacao Escola Tecnica Liberato Salzano Vieira da Cunha, Novo Hamburgo, Rio Grande do Sul, Brazil.","education:person;"
(159776) Eduardorohl,"Eduardo R&ouml;hl (1891-1959) was a Venezuelan scientist, humanist and entrepreneur, known for his research in climatology, meteorology, ornithology, astronomy, history and geography.  He created the Venezuelan Society of Natural Sciences and in 1952 initiated the creation of the National Observatory of Venezuela.","science:person;"
(20292) Eduardreznik,"Eduard Reznik (b. 1987) is a finalist in the 2004 Intel Science Talent Search, a science competition for high school seniors, for his physics project.  He attends the Ward Melville High School, East Setauket, New York.","education:person;"
(2440) Educatio,"",""
(239890) Edudeldon,"Eduardo Delgado Donate (1977-2007) was an astrophysicist who mainly studied the formation of multiple-star and brown-dwarf systems.",""
(9055) Edvardsson,"Uppsala astronomer Bengt Edvardsson (b. 1956) has made significant contributions to the study of abundances of many elements in star atmospheres, especially in the Galactic disk.",""
(357546) Edwardhalbach,"Edward A. Halbach (1909-2011) was a prominent amateur astronomer who made contributions to the study of variable stars, lunar occultations, solar astronomy and aurorae. He mentored and encouraged generations of astronomers, both amateur and professional.",""
(9260) Edwardolson,"Edward C. Olson (b. 1930), emeritus professor at the University of Illinois, has carried out observational programs that have demonstrated how the outer layers of mass-gaining stars are distorted, and how angular momentum from the mass-transfer process can spin stars up close to the stability limit.",""
(16019) Edwardsu,"Edward Joseph Su (b. 1984) was named a finalist in the 2003 Intel Science Talent Search, a science competition for high school seniors, for his physics project.  He attends the William G. Enloe High School, Raleigh, North Carolina.","education:person;"
(241527) Edwardwright,"Astronomer Edward L. Wright (b. 1947) is the Principal Investigator of the Wide-field Infrared Survey Explorer mission and a professor at UCLA.  He has worked on several NASA astronomy missions and is a member of the National Academy of Sciences.",""
(6282) Edwelda,"",""
(1046) Edwin,"",""
(15077) Edyalge,"The Swiss amateur astronomer Edy Alge (b. 1934) has built many homemade telescopes of various sizes and spent most of his time expressing enthusiasm for the science of astronomy.",""
(29638) Eeshakhare,"Eesha Khare (b. 1995) was awarded best of category and first place in the 2013 Intel International Science and Engineering Fair for her chemistry project.  She also received the Intel Foundation Young Scientist Award.  She attends the Lynbrook High School, San Jose, California, U.S.A.","education:person;"
(2754) Efimov,"",""
(2269) Efremiana,"",""
(16516) Efremlevitan,"Efrem Pavlovich Levitan (b. 1934) is a widely known Russian teacher, scientist, writer, journalist and the deputy editor-in-chief of the magazine The Earth and the Universe.  For 55 years he has popularized astronomy in books, papers and lectures.",""
(12975) Efremov,"Yurij Nikolaevich Efremov (b. 1937) is a leading research scientist at the Sternberg Astronomical Institute, Moscow University. His works on variable stars and star-formation regions are well known. He discovered the period-age relationship for cepheids and created the concept of large complexes of young stars.","science:person;"
(301061) Egelsbach,"Egelsbach is a German city located between Frankfurt am Main and Darmstadt, first mentioned in 1275.  It is the home of the discoverer, from where he detected this minor planet using a remote-controlled telescope at Mayhill, NM.",""
(3103) Eger,"",""
(13) Egeria,"",""
(151659) Egerszegi,"Krisztina Egerszegi (b. 1974) is a Hungarian swimmer and the only woman to win five gold Olympic medals in individual swimming events.  She won World Championships two times and European Championships nine times, and was inducted into the International Swimming Hall of Fame in 2001.",""
(22401) Egisto,"Egisto Masotti (b. 1944), amateur astronomer in the Montelupo group of amateur astronomers, is very active in the populatization of astromomy.",""
(8632) Egleston,"Margaret Ericksen Egleston (b. 1943) has since 1984 been a scientific programer at the Harvard-Smithsonian Center for Astrophysics, where she helps John Wolbach in his research on solar activity and climate.",""
(8450) Egorov,"Vsevolod Aleksandrovich Egorov (1930-2001) was one of the founders of the modern theory of the space flight dynamics.  One of the leading researchers at the Keldysh Institute of Applied Mathematics and a professor at Moscow University, he was a pioneer in studying trajectories from the earth to the moon.","science:person;"
(15231) Ehdita,"Ehdita Stanislavovna P'ekha (b. 1937) is a Russian singer.  She gave concerts in more than 20 countries and won many international competitions, including the World Youth Festivals in Moscow (1957) and Sofia (1968).  In 1988 she was honored with the title of People's Artist of the U.S.S.R.",""
(48736) Ehime,"Ehime prefecture, where this minor planet was discovered, is located on the island of Shikoku.  It is well known for its fisheries and culture of mandarin oranges and pearls, as well as for Japan's oldest hot spring spa, "Dogo Onsen".  Ehime became a sister state of Hawaii in 2003.",""
(39712) Ehimedaigaku,"Ehimedaigaku (Ehime University) is a Japanese national university.  Its Research Center for Space and Cosmic Evolution has conducted various deep surveys  of the universe and has discovered very high-redshift galaxies.",""
(2113) Ehrdni,"Named in memory of Ehrdni Tel'dzhievich Delikov (1922-1942), a hero from the Kalmyk S.S.R. who was killed in the Great Patriotic War (1941-1945).",""
(58579) Ehrenberg,"Eleonora Gayerov&aacute; of Ehrenberg (1832-1912) was the first representative of the role of Ma&#345;enka in Smetana's opera The Bartered Bride.  She lived in Vila Leonora in Ond&#345;ejov and was also instrumental in establishing of the Ond&#345;ejov Observatory.",""
(32796) Ehrenfest,"Working at the University of Leiden after 1912, Jewish-Austrian physicist Paul Ehrenfest (1880-1933) made important contributions to statistical mechanics and quantum physics, linking the two disciplines.  The Ehrenfest Time is a measure of the departure of quantum dynamics from classical dynamics.","science:person;"
(9826) Ehrenfreund,"As both a biochemist and an astronomer, Pascale Ehrenfreund (b. 1960), currently at the Leiden Observatory, qualified as an expert on several space missions investigating dust and organic molecules in space.  As an APART fellow of the Austrian Academy of Sciences, she encouraged international cooperation.","science:person;"
(65708) Ehrlich,"Paul Ehrlich (1854-1915) is known for his pioneering work in hematology, immunology and chemotherapy. He introduced new diagnostic methods and discovered the first effective treatment for syphilis.  He received the 1908 Nobel Prize in medicine jointly with &Eacute;lie Metchnikoff.",""
(2274) Ehrsson,"Named in honor of a friend of the discoverer.",""
(9413) Eichendorff,"Named for the Silesian poet Joseph Freiherr von Eichendorff (1788-1857).  He studied philosophy and law in Halle and Heidelberg.  From 1816 to 1844, he was in the Prussian civil service.  The most  popular writer among the German romanticists, he sings of nature, walking, the woods and the night.  The highlights of his work, some of which have been set to music, include "In einem k&uuml;hlen Grunde", "O T&auml;ler weit, o H&ouml;hen", "Wer hat dich, du sch&ouml;ner Wald"). His most beautiful short story is "Aus dem Leben eines Taugenichts".",""
